"BIOME" "ECO_NAME" "ECO_ID" "Lon" "Lat"
"6066" 4 "Eastern forest-boreal transition" 50406 -71.25 47.75
"6067" 4 "Western Great Lakes forests" 50416 -95.25 48.75
"6068" 4 "Manchurian mixed forests" 80426 130.25 48.75
"6069" 6 "Central Canadian Shield forests" 50602 -80.25 49.25
"6070" 4 "East European forest steppe" 80419 33.75 49.25
"6071" 6 "Eastern Canadian forests" 50605 -63.75 49.75
"6072" 6 "Trans-Baikal conifer forests" 80609 108.75 49.75
"6073" 5 "Da Hinggan-Dzhagdy Mountains conifer forests" 80505 122.75 50.25
"6074" 6 "Midwestern Canadian Shield forests" 50609 -91.25 50.75
"6075" 4 "Manchurian mixed forests" 80426 130.75 50.75
"6076" 6 "Southern Hudson Bay taiga" 50616 -82.25 51.25
"6077" 6 "Okhotsk-Manchurian taiga" 80606 140.25 51.25
"6078" 6 "Central Canadian Shield forests" 50602 -72.75 51.75
"6079" 4 "East European forest steppe" 80419 35.25 51.75
"6080" 6 "Eastern Canadian Shield taiga" 50606 -65.25 52.25
"6081" 4 "East European forest steppe" 80419 41.25 52.25
"6082" 6 "Eastern Canadian Shield taiga" 50606 -59.75 52.75
"6083" 4 "East European forest steppe" 80419 48.25 52.75
"6084" 8 "South Siberian forest steppe" 80817 104.25 52.75
"6085" 5 "Alberta-British Columbia foothills forests" 50502 -115.25 53.25
"6086" 6 "East Siberian taiga" 80601 110.75 53.25
"6087" 8 "Canadian Aspen forests and parklands" 50802 -111.75 53.75
"6088" 8 "Kazakh forest steppe" 80809 61.75 53.75
"6089" 6 "East Siberian taiga" 80601 118.75 53.75
"6090" 6 "Mid-Continental Canadian forests" 50608 -99.75 54.25
"6091" 6 "Okhotsk-Manchurian taiga" 80606 134.25 54.25
"6092" 6 "Southern Hudson Bay taiga" 50616 -85.75 54.75
"6093" 4 "East European forest steppe" 80419 39.75 54.75
"6094" 6 "East Siberian taiga" 80601 95.75 54.75
"6095" 5 "Central British Columbia Mountain forests" 50509 -125.25 55.25
"6096" 6 "Eastern Canadian Shield taiga" 50606 -64.25 55.25
"6097" 8 "Kazakh forest steppe" 80809 63.75 55.25
"6098" 6 "East Siberian taiga" 80601 120.25 55.25
"6099" 6 "Midwestern Canadian Shield forests" 50609 -102.75 55.75
"6100" 4 "Sarmatic mixed forests" 80436 34.25 55.75
"6101" 8 "South Siberian forest steppe" 80817 90.25 55.75
"6102" 6 "Eastern Canadian Shield taiga" 50606 -67.25 56.25
"6103" 6 "West Siberian taiga" 80611 61.25 56.25
"6104" 6 "Mid-Continental Canadian forests" 50608 -110.25 56.75
"6105" 4 "Sarmatic mixed forests" 80436 29.75 56.75
"6106" 4 "Western Siberian hemiboreal forests" 80444 85.75 56.75
"6107" 6 "Eastern Canadian Shield taiga" 50606 -70.25 57.25
"6108" 6 "Ural montane forests and tundra" 80610 58.75 57.25
"6109" 6 "Mid-Continental Canadian forests" 50608 -113.75 57.75
"6110" 4 "Sarmatic mixed forests" 80436 35.75 57.75
"6111" 6 "West Siberian taiga" 80611 91.75 57.75
"6112" 6 "West Siberian taiga" 80611 66.75 58.25
"6113" 6 "East Siberian taiga" 80601 122.75 58.25
"6114" 6 "Midwestern Canadian Shield forests" 50609 -107.75 58.75
"6115" 6 "Scandinavian and Russian taiga" 80608 41.75 58.75
"6116" 6 "East Siberian taiga" 80601 97.75 58.75
"6117" 6 "Alaska Peninsula montane taiga" 50601 -154.25 59.25
"6118" 6 "Scandinavian and Russian taiga" 80608 8.75 59.25
"6119" 6 "West Siberian taiga" 80611 70.25 59.25
"6120" 6 "East Siberian taiga" 80601 126.25 59.25
"6121" 6 "Muskwa-Slave Lake forests" 50610 -118.25 59.75
"6122" 6 "Scandinavian and Russian taiga" 80608 37.75 59.75
"6123" 6 "East Siberian taiga" 80601 93.75 59.75
"6124" 6 "Northeast Siberian taiga" 80605 149.75 59.75
"6125" 6 "Northern Canadian Shield taiga" 50612 -106.75 60.25
"6126" 6 "Scandinavian and Russian taiga" 80608 46.25 60.25
"6127" 6 "East Siberian taiga" 80601 102.25 60.25
"6128" 6 "Northern Canadian Shield taiga" 50612 -103.25 60.75
"6129" 6 "Scandinavian and Russian taiga" 80608 47.75 60.75
"6130" 6 "East Siberian taiga" 80601 103.75 60.75
"6131" 6 "Northern Canadian Shield taiga" 50612 -108.75 61.25
"6132" 6 "Scandinavian and Russian taiga" 80608 46.25 61.25
"6133" 6 "East Siberian taiga" 80601 102.25 61.25
"6134" 6 "Northwest Territories taiga" 50614 -115.75 61.75
"6135" 6 "Scandinavian and Russian taiga" 80608 37.75 61.75
"6136" 6 "East Siberian taiga" 80601 93.75 61.75
"6137" 6 "Northeast Siberian taiga" 80605 149.75 61.75
"6138" 6 "Scandinavian and Russian taiga" 80608 13.75 62.25
"6139" 6 "West Siberian taiga" 80611 74.25 62.25
"6140" 6 "East Siberian taiga" 80601 130.25 62.25
"6141" 6 "Interior Alaska-Yukon lowland taiga" 50607 -154.75 62.75
"6142" 6 "Northern Canadian Shield taiga" 50612 -98.75 62.75
"6143" 6 "Scandinavian and Russian taiga" 80608 52.25 62.75
"6144" 6 "East Siberian taiga" 80601 108.25 62.75
"6145" 6 "Muskwa-Slave Lake forests" 50610 -123.75 63.25
"6146" 6 "Scandinavian and Russian taiga" 80608 25.75 63.25
"6147" 6 "West Siberian taiga" 80611 81.75 63.25
"6148" 6 "Scandinavian and Russian taiga" 80608 48.25 63.75
"6149" 6 "East Siberian taiga" 80601 104.25 63.75
"6150" 6 "Northeast Siberian taiga" 80605 160.25 63.75
"6151" 6 "Northwest Territories taiga" 50614 -124.25 64.25
"6152" 6 "Iceland boreal birch forests and alpine tundra" 80602 -18.75 64.25
"6153" 6 "West Siberian taiga" 80611 68.25 64.25
"6154" 6 "East Siberian taiga" 80601 124.25 64.25
"6155" 6 "Scandinavian and Russian taiga" 80608 17.25 64.75
"6156" 6 "West Siberian taiga" 80611 78.75 64.75
"6157" 6 "Interior Alaska-Yukon lowland taiga" 50607 -159.75 65.25
"6158" 6 "Scandinavian and Russian taiga" 80608 31.75 65.25
"6159" 6 "East Siberian taiga" 80601 93.25 65.25
"6160" 6 "Scandinavian and Russian taiga" 80608 45.75 65.75
"6161" 6 "East Siberian taiga" 80601 101.75 65.75
"6162" 6 "Interior Alaska-Yukon lowland taiga" 50607 -138.75 66.25
"6163" 6 "West Siberian taiga" 80611 63.75 66.25
"6164" 6 "East Siberian taiga" 80601 119.75 66.25
"6165" 6 "Northern Canadian Shield taiga" 50612 -116.25 66.75
"6166" 6 "Scandinavian and Russian taiga" 80608 22.75 66.75
"6167" 6 "East Siberian taiga" 80601 104.75 67.25
"6168" 6 "Northeast Siberian taiga" 80605 160.75 67.25
"6169" 6 "Northwest Territories taiga" 50614 -131.75 67.75
"6170" 6 "East Siberian taiga" 80601 115.25 68.25
"6171" 6 "East Siberian taiga" 80601 115.75 68.75
"6172" 6 "East Siberian taiga" 80601 125.25 69.25
"6173" 6 "East Siberian taiga" 80601 111.75 70.75
"6174" 4 "Eastern forest-boreal transition" 50406 -70.75 47.75
"6175" 4 "Western Great Lakes forests" 50416 -94.75 48.75
"6176" 4 "Manchurian mixed forests" 80426 130.75 48.75
"6177" 6 "Central Canadian Shield forests" 50602 -79.75 49.25
"6178" 4 "East European forest steppe" 80419 34.25 49.25
"6179" 6 "Eastern Canadian forests" 50605 -63.25 49.75
"6180" 6 "Trans-Baikal conifer forests" 80609 109.25 49.75
"6181" 5 "Da Hinggan-Dzhagdy Mountains conifer forests" 80505 123.25 50.25
"6182" 6 "Midwestern Canadian Shield forests" 50609 -90.75 50.75
"6183" 4 "Manchurian mixed forests" 80426 131.25 50.75
"6184" 6 "Southern Hudson Bay taiga" 50616 -81.75 51.25
"6185" 6 "Central Canadian Shield forests" 50602 -72.25 51.75
"6186" 4 "East European forest steppe" 80419 35.75 51.75
"6187" 6 "Eastern Canadian Shield taiga" 50606 -64.75 52.25
"6188" 4 "East European forest steppe" 80419 41.75 52.25
"6189" 6 "Eastern Canadian Shield taiga" 50606 -59.25 52.75
"6190" 8 "South Siberian forest steppe" 80817 104.75 52.75
"6191" 8 "Canadian Aspen forests and parklands" 50802 -114.75 53.25
"6192" 6 "East Siberian taiga" 80601 111.25 53.25
"6193" 8 "Canadian Aspen forests and parklands" 50802 -111.25 53.75
"6194" 6 "East Siberian taiga" 80601 119.25 53.75
"6195" 6 "Mid-Continental Canadian forests" 50608 -99.25 54.25
"6196" 8 "Kazakh forest steppe" 80809 77.75 54.25
"6197" 6 "Okhotsk-Manchurian taiga" 80606 134.75 54.25
"6198" 6 "Southern Hudson Bay taiga" 50616 -85.25 54.75
"6199" 4 "Sarmatic mixed forests" 80436 40.25 54.75
"6200" 6 "East Siberian taiga" 80601 96.25 54.75
"6201" 5 "Central British Columbia Mountain forests" 50509 -124.75 55.25
"6202" 6 "Eastern Canadian Shield taiga" 50606 -63.75 55.25
"6203" 8 "Kazakh forest steppe" 80809 64.25 55.25
"6204" 6 "East Siberian taiga" 80601 120.75 55.25
"6205" 6 "Midwestern Canadian Shield forests" 50609 -102.25 55.75
"6206" 4 "Sarmatic mixed forests" 80436 34.75 55.75
"6207" 4 "Western Siberian hemiboreal forests" 80444 90.75 55.75
"6208" 6 "Eastern Canadian Shield taiga" 50606 -66.75 56.25
"6209" 6 "West Siberian taiga" 80611 61.75 56.25
"6210" 6 "Mid-Continental Canadian forests" 50608 -109.75 56.75
"6211" 4 "Sarmatic mixed forests" 80436 30.25 56.75
"6212" 4 "Western Siberian hemiboreal forests" 80444 86.25 56.75
"6213" 6 "Eastern Canadian Shield taiga" 50606 -69.75 57.25
"6214" 6 "Ural montane forests and tundra" 80610 59.25 57.25
"6215" 6 "Mid-Continental Canadian forests" 50608 -113.25 57.75
"6216" 4 "Sarmatic mixed forests" 80436 36.25 57.75
"6217" 6 "West Siberian taiga" 80611 92.25 57.75
"6218" 6 "Alaska Peninsula montane taiga" 50601 -155.75 58.25
"6219" 6 "West Siberian taiga" 80611 67.25 58.25
"6220" 6 "East Siberian taiga" 80601 123.25 58.25
"6221" 6 "Midwestern Canadian Shield forests" 50609 -107.25 58.75
"6222" 6 "Scandinavian and Russian taiga" 80608 42.25 58.75
"6223" 6 "East Siberian taiga" 80601 98.25 58.75
"6224" 6 "Scandinavian and Russian taiga" 80608 9.25 59.25
"6225" 6 "West Siberian taiga" 80611 70.75 59.25
"6226" 6 "East Siberian taiga" 80601 126.75 59.25
"6227" 6 "Muskwa-Slave Lake forests" 50610 -117.75 59.75
"6228" 6 "Scandinavian and Russian taiga" 80608 38.25 59.75
"6229" 6 "East Siberian taiga" 80601 94.25 59.75
"6230" 6 "Northeast Siberian taiga" 80605 150.25 59.75
"6231" 6 "Northern Canadian Shield taiga" 50612 -106.25 60.25
"6232" 6 "Scandinavian and Russian taiga" 80608 46.75 60.25
"6233" 6 "East Siberian taiga" 80601 102.75 60.25
"6234" 6 "Northern Canadian Shield taiga" 50612 -102.75 60.75
"6235" 6 "Scandinavian and Russian taiga" 80608 48.25 60.75
"6236" 6 "East Siberian taiga" 80601 104.25 60.75
"6237" 6 "Northern Canadian Shield taiga" 50612 -108.25 61.25
"6238" 6 "Scandinavian and Russian taiga" 80608 46.75 61.25
"6239" 6 "East Siberian taiga" 80601 102.75 61.25
"6240" 6 "Scandinavian and Russian taiga" 80608 38.25 61.75
"6241" 6 "East Siberian taiga" 80601 94.25 61.75
"6242" 6 "Northeast Siberian taiga" 80605 150.25 61.75
"6243" 6 "Scandinavian and Russian taiga" 80608 14.25 62.25
"6244" 6 "West Siberian taiga" 80611 74.75 62.25
"6245" 6 "East Siberian taiga" 80601 130.75 62.25
"6246" 6 "Interior Alaska-Yukon lowland taiga" 50607 -154.25 62.75
"6247" 6 "Northern Canadian Shield taiga" 50612 -98.25 62.75
"6248" 6 "Scandinavian and Russian taiga" 80608 52.75 62.75
"6249" 6 "East Siberian taiga" 80601 108.75 62.75
"6250" 6 "Northwest Territories taiga" 50614 -123.25 63.25
"6251" 6 "Scandinavian and Russian taiga" 80608 26.25 63.25
"6252" 6 "West Siberian taiga" 80611 82.25 63.25
"6253" 6 "Northeast Siberian taiga" 80605 138.25 63.25
"6254" 6 "Scandinavian and Russian taiga" 80608 48.75 63.75
"6255" 6 "East Siberian taiga" 80601 104.75 63.75
"6256" 6 "Northwest Territories taiga" 50614 -123.75 64.25
"6257" 6 "Iceland boreal birch forests and alpine tundra" 80602 -18.25 64.25
"6258" 6 "West Siberian taiga" 80611 68.75 64.25
"6259" 6 "East Siberian taiga" 80601 124.75 64.25
"6260" 6 "Scandinavian and Russian taiga" 80608 17.75 64.75
"6261" 6 "West Siberian taiga" 80611 79.25 64.75
"6262" 6 "Scandinavian and Russian taiga" 80608 32.25 65.25
"6263" 6 "East Siberian taiga" 80601 93.75 65.25
"6264" 6 "Northeast Siberian taiga" 80605 149.75 65.25
"6265" 6 "Scandinavian and Russian taiga" 80608 46.25 65.75
"6266" 6 "East Siberian taiga" 80601 102.25 65.75
"6267" 6 "Northeast Siberian taiga" 80605 158.25 65.75
"6268" 6 "Interior Alaska-Yukon lowland taiga" 50607 -138.25 66.25
"6269" 6 "West Siberian taiga" 80611 64.25 66.25
"6270" 6 "East Siberian taiga" 80601 120.25 66.25
"6271" 6 "Northern Canadian Shield taiga" 50612 -115.75 66.75
"6272" 6 "Scandinavian and Russian taiga" 80608 23.25 66.75
"6273" 6 "East Siberian taiga" 80601 105.25 67.25
"6274" 6 "Northeast Siberian taiga" 80605 161.25 67.25
"6275" 6 "Northwest Territories taiga" 50614 -131.25 67.75
"6276" 6 "East Siberian taiga" 80601 115.75 68.25
"6277" 6 "East Siberian taiga" 80601 116.25 68.75
"6278" 6 "East Siberian taiga" 80601 125.75 69.25
"6279" 6 "East Siberian taiga" 80601 112.25 70.75
"6280" 4 "Eastern forest-boreal transition" 50406 -70.25 47.75
"6281" 4 "Western Great Lakes forests" 50416 -94.25 48.75
"6282" 4 "Manchurian mixed forests" 80426 131.25 48.75
"6283" 6 "Central Canadian Shield forests" 50602 -79.25 49.25
"6284" 4 "East European forest steppe" 80419 34.75 49.25
"6285" 6 "Newfoundland Highland forests" 50611 -57.75 49.75
"6286" 6 "Trans-Baikal conifer forests" 80609 109.75 49.75
"6287" 8 "Canadian Aspen forests and parklands" 50802 -103.75 50.25
"6288" 5 "Da Hinggan-Dzhagdy Mountains conifer forests" 80505 123.75 50.25
"6289" 6 "Midwestern Canadian Shield forests" 50609 -90.25 50.75
"6290" 6 "Okhotsk-Manchurian taiga" 80606 131.75 50.75
"6291" 6 "Southern Hudson Bay taiga" 50616 -81.25 51.25
"6292" 6 "Sakhalin Island taiga" 80607 142.25 51.25
"6293" 6 "Eastern Canadian forests" 50605 -71.75 51.75
"6294" 4 "East European forest steppe" 80419 36.25 51.75
"6295" 6 "Eastern Canadian Shield taiga" 50606 -64.25 52.25
"6296" 4 "East European forest steppe" 80419 42.25 52.25
"6297" 6 "Eastern Canadian Shield taiga" 50606 -58.75 52.75
"6298" 6 "East Siberian taiga" 80601 105.25 52.75
"6299" 8 "Canadian Aspen forests and parklands" 50802 -114.25 53.25
"6300" 4 "East European forest steppe" 80419 54.75 53.25
"6301" 6 "East Siberian taiga" 80601 111.75 53.25
"6302" 8 "Canadian Aspen forests and parklands" 50802 -110.75 53.75
"6303" 6 "East Siberian taiga" 80601 119.75 53.75
"6304" 6 "Mid-Continental Canadian forests" 50608 -98.75 54.25
"6305" 8 "Kazakh forest steppe" 80809 78.25 54.25
"6306" 6 "Southern Hudson Bay taiga" 50616 -84.75 54.75
"6307" 4 "Sarmatic mixed forests" 80436 40.75 54.75
"6308" 6 "East Siberian taiga" 80601 96.75 54.75
"6309" 6 "Eastern Canadian Shield taiga" 50606 -63.25 55.25
"6310" 8 "Kazakh forest steppe" 80809 64.75 55.25
"6311" 6 "East Siberian taiga" 80601 121.25 55.25
"6312" 6 "Midwestern Canadian Shield forests" 50609 -101.75 55.75
"6313" 4 "Sarmatic mixed forests" 80436 35.25 55.75
"6314" 8 "South Siberian forest steppe" 80817 91.25 55.75
"6315" 6 "Eastern Canadian Shield taiga" 50606 -66.25 56.25
"6316" 4 "Western Siberian hemiboreal forests" 80444 62.25 56.25
"6317" 6 "Mid-Continental Canadian forests" 50608 -109.25 56.75
"6318" 4 "Sarmatic mixed forests" 80436 30.75 56.75
"6319" 6 "West Siberian taiga" 80611 86.75 56.75
"6320" 6 "Kamchatka-Kurile meadows and sparse forests" 80603 160.25 56.75
"6321" 6 "Eastern Canadian Shield taiga" 50606 -69.25 57.25
"6322" 6 "Ural montane forests and tundra" 80610 59.75 57.25
"6323" 6 "East Siberian taiga" 80601 115.75 57.25
"6324" 6 "Mid-Continental Canadian forests" 50608 -112.75 57.75
"6325" 6 "Scandinavian and Russian taiga" 80608 36.75 57.75
"6326" 6 "West Siberian taiga" 80611 92.75 57.75
"6327" 6 "Alaska Peninsula montane taiga" 50601 -155.25 58.25
"6328" 6 "West Siberian taiga" 80611 67.75 58.25
"6329" 6 "East Siberian taiga" 80601 123.75 58.25
"6330" 6 "Midwestern Canadian Shield forests" 50609 -106.75 58.75
"6331" 6 "Scandinavian and Russian taiga" 80608 42.75 58.75
"6332" 6 "East Siberian taiga" 80601 98.75 58.75
"6333" 6 "Scandinavian and Russian taiga" 80608 9.75 59.25
"6334" 6 "West Siberian taiga" 80611 71.25 59.25
"6335" 6 "East Siberian taiga" 80601 127.25 59.25
"6336" 6 "Muskwa-Slave Lake forests" 50610 -117.25 59.75
"6337" 6 "Scandinavian and Russian taiga" 80608 38.75 59.75
"6338" 6 "East Siberian taiga" 80601 94.75 59.75
"6339" 6 "Northeast Siberian taiga" 80605 150.75 59.75
"6340" 6 "Northern Canadian Shield taiga" 50612 -105.75 60.25
"6341" 6 "Scandinavian and Russian taiga" 80608 47.25 60.25
"6342" 6 "East Siberian taiga" 80601 103.25 60.25
"6343" 6 "Northern Canadian Shield taiga" 50612 -102.25 60.75
"6344" 6 "Scandinavian and Russian taiga" 80608 48.75 60.75
"6345" 6 "East Siberian taiga" 80601 104.75 60.75
"6346" 6 "Northern Canadian Shield taiga" 50612 -107.75 61.25
"6347" 6 "Scandinavian and Russian taiga" 80608 47.25 61.25
"6348" 6 "East Siberian taiga" 80601 103.25 61.25
"6349" 6 "Scandinavian and Russian taiga" 80608 38.75 61.75
"6350" 6 "East Siberian taiga" 80601 94.75 61.75
"6351" 6 "Northeast Siberian taiga" 80605 150.75 61.75
"6352" 6 "Scandinavian and Russian taiga" 80608 14.75 62.25
"6353" 6 "West Siberian taiga" 80611 75.25 62.25
"6354" 6 "East Siberian taiga" 80601 131.25 62.25
"6355" 6 "Interior Alaska-Yukon lowland taiga" 50607 -153.75 62.75
"6356" 6 "Northern Canadian Shield taiga" 50612 -97.75 62.75
"6357" 6 "Scandinavian and Russian taiga" 80608 53.25 62.75
"6358" 6 "East Siberian taiga" 80601 109.25 62.75
"6359" 6 "Northwest Territories taiga" 50614 -122.75 63.25
"6360" 6 "Scandinavian and Russian taiga" 80608 26.75 63.25
"6361" 6 "West Siberian taiga" 80611 82.75 63.25
"6362" 6 "Scandinavian and Russian taiga" 80608 49.25 63.75
"6363" 6 "East Siberian taiga" 80601 105.25 63.75
"6364" 6 "Northwest Territories taiga" 50614 -123.25 64.25
"6365" 6 "West Siberian taiga" 80611 69.25 64.25
"6366" 6 "East Siberian taiga" 80601 125.25 64.25
"6367" 6 "Scandinavian and Russian taiga" 80608 18.25 64.75
"6368" 6 "West Siberian taiga" 80611 79.75 64.75
"6369" 6 "Interior Alaska-Yukon lowland taiga" 50607 -158.75 65.25
"6370" 6 "Scandinavian and Russian taiga" 80608 32.75 65.25
"6371" 6 "Northeast Siberian taiga" 80605 150.25 65.25
"6372" 6 "Interior Alaska-Yukon lowland taiga" 50607 -149.75 65.75
"6373" 6 "Scandinavian and Russian taiga" 80608 46.75 65.75
"6374" 6 "East Siberian taiga" 80601 102.75 65.75
"6375" 6 "Northeast Siberian taiga" 80605 158.75 65.75
"6376" 6 "Interior Alaska-Yukon lowland taiga" 50607 -137.75 66.25
"6377" 6 "West Siberian taiga" 80611 64.75 66.25
"6378" 6 "East Siberian taiga" 80601 120.75 66.25
"6379" 6 "Scandinavian and Russian taiga" 80608 23.75 66.75
"6380" 6 "Northeast Siberian taiga" 80605 140.75 66.75
"6381" 6 "East Siberian taiga" 80601 105.75 67.25
"6382" 6 "Northeast Siberian taiga" 80605 161.75 67.25
"6383" 6 "Northwest Territories taiga" 50614 -130.75 67.75
"6384" 6 "Northeast Siberian taiga" 80605 130.25 67.75
"6385" 6 "East Siberian taiga" 80601 116.25 68.25
"6386" 6 "East Siberian taiga" 80601 116.75 68.75
"6387" 6 "East Siberian taiga" 80601 126.25 69.25
"6388" 6 "East Siberian taiga" 80601 112.75 70.75
"6389" 8 "Selenge-Orkhon forest steppe" 80816 96.75 47.75
"6390" 4 "Western Great Lakes forests" 50416 -93.75 48.75
"6391" 4 "Ussuri broadleaf and mixed forests" 80443 131.75 48.75
"6392" 6 "Central Canadian Shield forests" 50602 -78.75 49.25
"6393" 4 "East European forest steppe" 80419 35.25 49.25
"6394" 6 "Newfoundland Highland forests" 50611 -57.25 49.75
"6395" 6 "Trans-Baikal conifer forests" 80609 110.25 49.75
"6396" 8 "Canadian Aspen forests and parklands" 50802 -103.25 50.25
"6397" 5 "Da Hinggan-Dzhagdy Mountains conifer forests" 80505 124.25 50.25
"6398" 6 "Central Canadian Shield forests" 50602 -89.75 50.75
"6399" 6 "Okhotsk-Manchurian taiga" 80606 132.25 50.75
"6400" 6 "Southern Hudson Bay taiga" 50616 -80.75 51.25
"6401" 8 "Kazakh forest steppe" 80809 85.75 51.25
"6402" 6 "Sakhalin Island taiga" 80607 142.75 51.25
"6403" 6 "Eastern Canadian forests" 50605 -71.25 51.75
"6404" 4 "East European forest steppe" 80419 36.75 51.75
"6405" 6 "Eastern Canadian Shield taiga" 50606 -63.75 52.25
"6406" 4 "East European forest steppe" 80419 42.75 52.25
"6407" 6 "Eastern Canadian Shield taiga" 50606 -58.25 52.75
"6408" 6 "East Siberian taiga" 80601 105.75 52.75
"6409" 8 "Canadian Aspen forests and parklands" 50802 -113.75 53.25
"6410" 4 "East European forest steppe" 80419 55.25 53.25
"6411" 6 "East Siberian taiga" 80601 112.25 53.25
"6412" 8 "Canadian Aspen forests and parklands" 50802 -110.25 53.75
"6413" 6 "East Siberian taiga" 80601 120.25 53.75
"6414" 6 "Midwestern Canadian Shield forests" 50609 -98.25 54.25
"6415" 6 "Okhotsk-Manchurian taiga" 80606 135.75 54.25
"6416" 6 "Southern Hudson Bay taiga" 50616 -84.25 54.75
"6417" 4 "Sarmatic mixed forests" 80436 41.25 54.75
"6418" 6 "Eastern Canadian Shield taiga" 50606 -62.75 55.25
"6419" 8 "Kazakh forest steppe" 80809 65.25 55.25
"6420" 6 "East Siberian taiga" 80601 121.75 55.25
"6421" 6 "Midwestern Canadian Shield forests" 50609 -101.25 55.75
"6422" 4 "Sarmatic mixed forests" 80436 35.75 55.75
"6423" 8 "South Siberian forest steppe" 80817 91.75 55.75
"6424" 6 "Eastern Canadian Shield taiga" 50606 -65.75 56.25
"6425" 4 "Western Siberian hemiboreal forests" 80444 62.75 56.25
"6426" 6 "Midwestern Canadian Shield forests" 50609 -108.75 56.75
"6427" 4 "Sarmatic mixed forests" 80436 31.25 56.75
"6428" 6 "West Siberian taiga" 80611 87.25 56.75
"6429" 6 "Kamchatka-Kurile taiga" 80604 160.75 56.75
"6430" 6 "Eastern Canadian Shield taiga" 50606 -68.75 57.25
"6431" 6 "West Siberian taiga" 80611 60.25 57.25
"6432" 6 "East Siberian taiga" 80601 116.25 57.25
"6433" 6 "Mid-Continental Canadian forests" 50608 -112.25 57.75
"6434" 6 "Scandinavian and Russian taiga" 80608 37.25 57.75
"6435" 6 "East Siberian taiga" 80601 93.25 57.75
"6436" 6 "Alaska Peninsula montane taiga" 50601 -154.75 58.25
"6437" 6 "West Siberian taiga" 80611 68.25 58.25
"6438" 6 "East Siberian taiga" 80601 124.25 58.25
"6439" 6 "Midwestern Canadian Shield forests" 50609 -106.25 58.75
"6440" 6 "Scandinavian and Russian taiga" 80608 43.25 58.75
"6441" 6 "East Siberian taiga" 80601 99.25 58.75
"6442" 6 "Scandinavian and Russian taiga" 80608 10.25 59.25
"6443" 6 "West Siberian taiga" 80611 71.75 59.25
"6444" 6 "East Siberian taiga" 80601 127.75 59.25
"6445" 6 "Muskwa-Slave Lake forests" 50610 -116.75 59.75
"6446" 6 "Scandinavian and Russian taiga" 80608 39.25 59.75
"6447" 6 "East Siberian taiga" 80601 95.25 59.75
"6448" 6 "Northeast Siberian taiga" 80605 151.25 59.75
"6449" 6 "Northern Canadian Shield taiga" 50612 -105.25 60.25
"6450" 6 "Scandinavian and Russian taiga" 80608 47.75 60.25
"6451" 6 "East Siberian taiga" 80601 103.75 60.25
"6452" 6 "Northern Canadian Shield taiga" 50612 -101.75 60.75
"6453" 6 "Scandinavian and Russian taiga" 80608 49.25 60.75
"6454" 6 "East Siberian taiga" 80601 105.25 60.75
"6455" 6 "Northern Canadian Shield taiga" 50612 -107.25 61.25
"6456" 6 "Scandinavian and Russian taiga" 80608 47.75 61.25
"6457" 6 "East Siberian taiga" 80601 103.75 61.25
"6458" 6 "Scandinavian and Russian taiga" 80608 39.25 61.75
"6459" 6 "East Siberian taiga" 80601 95.25 61.75
"6460" 6 "Scandinavian and Russian taiga" 80608 15.25 62.25
"6461" 6 "West Siberian taiga" 80611 75.75 62.25
"6462" 6 "East Siberian taiga" 80601 131.75 62.25
"6463" 6 "Interior Alaska-Yukon lowland taiga" 50607 -153.25 62.75
"6464" 6 "Northern Canadian Shield taiga" 50612 -97.25 62.75
"6465" 6 "Scandinavian and Russian taiga" 80608 53.75 62.75
"6466" 6 "East Siberian taiga" 80601 109.75 62.75
"6467" 6 "Northwest Territories taiga" 50614 -122.25 63.25
"6468" 6 "Scandinavian and Russian taiga" 80608 27.25 63.25
"6469" 6 "West Siberian taiga" 80611 83.25 63.25
"6470" 6 "Scandinavian and Russian taiga" 80608 49.75 63.75
"6471" 6 "East Siberian taiga" 80601 105.75 63.75
"6472" 6 "Northwest Territories taiga" 50614 -122.75 64.25
"6473" 6 "West Siberian taiga" 80611 69.75 64.25
"6474" 6 "East Siberian taiga" 80601 125.75 64.25
"6475" 6 "Scandinavian and Russian taiga" 80608 18.75 64.75
"6476" 6 "West Siberian taiga" 80611 80.25 64.75
"6477" 6 "Northeast Siberian taiga" 80605 136.25 64.75
"6478" 6 "Interior Alaska-Yukon lowland taiga" 50607 -158.25 65.25
"6479" 6 "Scandinavian and Russian taiga" 80608 33.25 65.25
"6480" 6 "East Siberian taiga" 80601 94.75 65.25
"6481" 6 "Northeast Siberian taiga" 80605 150.75 65.25
"6482" 6 "Interior Alaska-Yukon lowland taiga" 50607 -149.25 65.75
"6483" 6 "Scandinavian and Russian taiga" 80608 47.25 65.75
"6484" 6 "East Siberian taiga" 80601 103.25 65.75
"6485" 6 "Northeast Siberian taiga" 80605 159.25 65.75
"6486" 6 "Interior Alaska-Yukon lowland taiga" 50607 -137.25 66.25
"6487" 6 "West Siberian taiga" 80611 65.25 66.25
"6488" 6 "East Siberian taiga" 80601 121.25 66.25
"6489" 6 "Scandinavian and Russian taiga" 80608 24.25 66.75
"6490" 6 "West Siberian taiga" 80611 85.25 66.75
"6491" 6 "Northeast Siberian taiga" 80605 141.25 66.75
"6492" 6 "East Siberian taiga" 80601 106.25 67.25
"6493" 6 "Northeast Siberian taiga" 80605 162.25 67.25
"6494" 6 "Northwest Territories taiga" 50614 -130.25 67.75
