"BIOME" "ECO_NAME" "ECO_ID" "Lon" "Lat"
"1006" 4 "East European forest steppe" 80419 29.75 49.75
"1007" 6 "Sakhalin Island taiga" 80607 143.25 49.75
"1008" 6 "Eastern Canadian forests" 50605 -71.75 50.25
"1009" 6 "Newfoundland Highland forests" 50611 -56.75 50.75
"1010" 6 "Trans-Baikal conifer forests" 80609 107.75 50.75
"1011" 8 "Daurian forest steppe" 80804 117.25 51.25
"1012" 5 "Da Hinggan-Dzhagdy Mountains conifer forests" 80505 124.75 51.75
"1013" 6 "Midwestern Canadian Shield forests" 50609 -91.25 52.25
"1014" 5 "Da Hinggan-Dzhagdy Mountains conifer forests" 80505 130.75 52.25
"1015" 6 "Southern Hudson Bay taiga" 50616 -85.75 52.75
"1016" 6 "Okhotsk-Manchurian taiga" 80606 138.25 52.75
"1017" 6 "Eastern Canadian Shield taiga" 50606 -77.75 53.25
"1018" 4 "Sarmatic mixed forests" 80436 30.75 53.25
"1019" 4 "Western Siberian hemiboreal forests" 80444 86.75 53.25
"1020" 6 "Kamchatka-Kurile meadows and sparse forests" 80603 157.25 53.25
"1021" 6 "Eastern Canadian Shield taiga" 50606 -74.75 53.75
"1022" 4 "East European forest steppe" 80419 38.75 53.75
"1023" 6 "East Siberian taiga" 80601 94.75 53.75
"1024" 6 "Eastern Canadian Shield taiga" 50606 -63.75 54.25
"1025" 4 "East European forest steppe" 80419 54.25 54.25
"1026" 6 "Mid-Continental Canadian forests" 50608 -108.75 54.75
"1027" 8 "Kazakh forest steppe" 80809 72.75 54.75
"1028" 6 "East Siberian taiga" 80601 129.25 54.75
"1029" 6 "Southern Hudson Bay taiga" 50616 -92.25 55.25
"1030" 4 "Sarmatic mixed forests" 80436 40.75 55.25
"1031" 6 "East Siberian taiga" 80601 96.75 55.25
"1032" 5 "Central British Columbia Mountain forests" 50509 -125.75 55.75
"1033" 8 "Kazakh forest steppe" 80809 67.25 55.75
"1034" 6 "East Siberian taiga" 80601 123.25 55.75
"1035" 6 "Midwestern Canadian Shield forests" 50609 -100.25 56.25
"1036" 4 "Sarmatic mixed forests" 80436 38.25 56.25
"1037" 6 "East Siberian taiga" 80601 94.25 56.25
"1038" 6 "Eastern Canadian Shield taiga" 50606 -65.25 56.75
"1039" 6 "West Siberian taiga" 80611 62.75 56.75
"1040" 6 "Midwestern Canadian Shield forests" 50609 -108.75 57.25
"1041" 6 "Scandinavian and Russian taiga" 80608 35.75 57.25
"1042" 6 "West Siberian taiga" 80611 91.75 57.25
"1043" 6 "Alaska Peninsula montane taiga" 50601 -153.75 57.75
"1044" 6 "Eastern Canadian Shield taiga" 50606 -64.75 57.75
"1045" 6 "West Siberian taiga" 80611 68.75 57.75
"1046" 6 "East Siberian taiga" 80601 124.75 57.75
"1047" 6 "Midwestern Canadian Shield forests" 50609 -103.75 58.25
"1048" 6 "Scandinavian and Russian taiga" 80608 43.75 58.25
"1049" 6 "East Siberian taiga" 80601 99.75 58.25
"1050" 6 "Northern Cordillera forests" 50613 -130.75 58.75
"1051" 4 "Sarmatic mixed forests" 80436 11.75 58.75
"1052" 6 "West Siberian taiga" 80611 74.75 58.75
"1053" 6 "East Siberian taiga" 80601 130.75 58.75
"1054" 6 "Northern Canadian Shield taiga" 50612 -104.25 59.25
"1055" 6 "Scandinavian and Russian taiga" 80608 47.25 59.25
"1056" 6 "East Siberian taiga" 80601 103.25 59.25
"1057" 6 "West Siberian taiga" 80611 70.75 59.75
"1058" 6 "East Siberian taiga" 80601 126.75 59.75
"1059" 6 "Northern Cordillera forests" 50613 -129.75 60.25
"1060" 6 "Scandinavian and Russian taiga" 80608 15.75 60.25
"1061" 6 "West Siberian taiga" 80611 79.25 60.25
"1062" 6 "East Siberian taiga" 80601 135.25 60.25
"1063" 6 "Northern Cordillera forests" 50613 -126.25 60.75
"1064" 6 "Scandinavian and Russian taiga" 80608 22.25 60.75
"1065" 6 "West Siberian taiga" 80611 80.75 60.75
"1066" 6 "East Siberian taiga" 80601 136.75 60.75
"1067" 6 "Yukon Interior dry forests" 50617 -134.25 61.25
"1068" 6 "Scandinavian and Russian taiga" 80608 16.25 61.25
"1069" 6 "West Siberian taiga" 80611 79.25 61.25
"1070" 6 "East Siberian taiga" 80601 135.25 61.25
"1071" 6 "West Siberian taiga" 80611 70.75 61.75
"1072" 6 "East Siberian taiga" 80601 126.75 61.75
"1073" 6 "Interior Alaska-Yukon lowland taiga" 50607 -155.25 62.25
"1074" 6 "Northern Canadian Shield taiga" 50612 -98.25 62.25
"1075" 6 "Scandinavian and Russian taiga" 80608 51.25 62.25
"1076" 6 "East Siberian taiga" 80601 107.25 62.25
"1077" 6 "Northwest Territories taiga" 50614 -121.75 62.75
"1078" 6 "Scandinavian and Russian taiga" 80608 29.25 62.75
"1079" 6 "West Siberian taiga" 80611 85.25 62.75
"1080" 6 "Ural montane forests and tundra" 80610 58.75 63.25
"1081" 6 "East Siberian taiga" 80601 114.75 63.25
"1082" 6 "Northern Canadian Shield taiga" 50612 -113.75 63.75
"1083" 6 "Scandinavian and Russian taiga" 80608 25.25 63.75
"1084" 6 "West Siberian taiga" 80611 81.25 63.75
"1085" 6 "Interior Alaska-Yukon lowland taiga" 50607 -147.25 64.25
"1086" 6 "Scandinavian and Russian taiga" 80608 45.25 64.25
"1087" 6 "East Siberian taiga" 80601 101.25 64.25
"1088" 6 "Northeast Siberian taiga" 80605 157.25 64.25
"1089" 6 "Scandinavian and Russian taiga" 80608 55.75 64.75
"1090" 6 "East Siberian taiga" 80601 111.75 64.75
"1091" 6 "Muskwa-Slave Lake forests" 50610 -126.75 65.25
"1092" 6 "Iceland boreal birch forests and alpine tundra" 80602 -20.25 65.25
"1093" 6 "West Siberian taiga" 80611 70.25 65.25
"1094" 6 "East Siberian taiga" 80601 126.25 65.25
"1095" 6 "Northern Canadian Shield taiga" 50612 -115.25 65.75
"1096" 6 "Scandinavian and Russian taiga" 80608 17.25 65.75
"1097" 6 "West Siberian taiga" 80611 78.75 65.75
"1098" 6 "Northeast Siberian taiga" 80605 134.75 65.75
"1099" 6 "Scandinavian and Russian taiga" 80608 39.25 66.25
"1100" 6 "East Siberian taiga" 80601 96.75 66.25
"1101" 6 "Northeast Siberian taiga" 80605 152.75 66.25
"1102" 6 "Scandinavian and Russian taiga" 80608 59.25 66.75
"1103" 6 "East Siberian taiga" 80601 116.75 66.75
"1104" 6 "Northeast Siberian taiga" 80605 137.75 67.25
"1105" 6 "East Siberian taiga" 80601 106.25 67.75
"1106" 6 "Northeast Siberian taiga" 80605 162.25 67.75
"1107" 6 "Northwest Territories taiga" 50614 -129.75 68.25
"1108" 6 "Scandinavian and Russian taiga" 80608 26.25 68.25
"1109" 6 "Northeast Siberian taiga" 80605 148.25 68.25
"1110" 6 "East Siberian taiga" 80601 102.25 69.25
"1111" 4 "Manchurian mixed forests" 80426 128.75 47.75
"1112" 4 "Eastern forest-boreal transition" 50406 -75.75 48.25
"1113" 6 "Eastern Canadian forests" 50605 -54.75 48.75
"1114" 6 "Trans-Baikal conifer forests" 80609 107.75 48.75
"1115" 5 "Da Hinggan-Dzhagdy Mountains conifer forests" 80505 123.25 49.25
"1116" 6 "Central Canadian Shield forests" 50602 -90.25 49.75
"1117" 4 "East European forest steppe" 80419 30.25 49.75
"1118" 6 "Sakhalin Island taiga" 80607 143.75 49.75
"1119" 6 "Eastern Canadian forests" 50605 -71.25 50.25
"1120" 8 "Canadian Aspen forests and parklands" 50802 -114.25 50.75
"1121" 6 "Newfoundland Highland forests" 50611 -56.25 50.75
"1122" 6 "Trans-Baikal conifer forests" 80609 108.25 50.75
"1123" 8 "Daurian forest steppe" 80804 117.75 51.25
"1124" 6 "Midwestern Canadian Shield forests" 50609 -96.75 51.75
"1125" 4 "Manchurian mixed forests" 80426 125.25 51.75
"1126" 6 "Midwestern Canadian Shield forests" 50609 -90.75 52.25
"1127" 6 "Okhotsk-Manchurian taiga" 80606 131.25 52.25
"1128" 6 "Southern Hudson Bay taiga" 50616 -85.25 52.75
"1129" 6 "Okhotsk-Manchurian taiga" 80606 138.75 52.75
"1130" 6 "Eastern Canadian Shield taiga" 50606 -77.25 53.25
"1131" 4 "Sarmatic mixed forests" 80436 31.25 53.25
"1132" 4 "Western Siberian hemiboreal forests" 80444 87.25 53.25
"1133" 6 "Eastern Canadian Shield taiga" 50606 -74.25 53.75
"1134" 4 "East European forest steppe" 80419 39.25 53.75
"1135" 6 "Eastern Canadian Shield taiga" 50606 -63.25 54.25
"1136" 6 "Mid-Continental Canadian forests" 50608 -108.25 54.75
"1137" 6 "East Siberian taiga" 80601 129.75 54.75
"1138" 6 "Southern Hudson Bay taiga" 50616 -91.75 55.25
"1139" 4 "Sarmatic mixed forests" 80436 41.25 55.25
"1140" 6 "East Siberian taiga" 80601 97.25 55.25
"1141" 5 "Central British Columbia Mountain forests" 50509 -125.25 55.75
"1142" 8 "Kazakh forest steppe" 80809 67.75 55.75
"1143" 6 "East Siberian taiga" 80601 123.75 55.75
"1144" 6 "Midwestern Canadian Shield forests" 50609 -99.75 56.25
"1145" 4 "Sarmatic mixed forests" 80436 38.75 56.25
"1146" 8 "South Siberian forest steppe" 80817 94.75 56.25
"1147" 6 "Eastern Canadian Shield taiga" 50606 -64.75 56.75
"1148" 6 "West Siberian taiga" 80611 63.25 56.75
"1149" 6 "Midwestern Canadian Shield forests" 50609 -108.25 57.25
"1150" 6 "Scandinavian and Russian taiga" 80608 36.25 57.25
"1151" 6 "West Siberian taiga" 80611 92.25 57.25
"1152" 6 "Alaska Peninsula montane taiga" 50601 -153.25 57.75
"1153" 6 "West Siberian taiga" 80611 69.25 57.75
"1154" 6 "Northern Canadian Shield taiga" 50612 -102.75 58.25
"1155" 6 "Scandinavian and Russian taiga" 80608 44.25 58.25
"1156" 6 "East Siberian taiga" 80601 100.25 58.25
"1157" 6 "Northern Cordillera forests" 50613 -130.25 58.75
"1158" 4 "Sarmatic mixed forests" 80436 12.25 58.75
"1159" 6 "West Siberian taiga" 80611 75.25 58.75
"1160" 6 "East Siberian taiga" 80601 131.25 58.75
"1161" 6 "Northern Canadian Shield taiga" 50612 -103.75 59.25
"1162" 6 "Scandinavian and Russian taiga" 80608 47.75 59.25
"1163" 6 "East Siberian taiga" 80601 103.75 59.25
"1164" 6 "West Siberian taiga" 80611 71.25 59.75
"1165" 6 "East Siberian taiga" 80601 127.25 59.75
"1166" 6 "Northern Cordillera forests" 50613 -129.25 60.25
"1167" 4 "Sarmatic mixed forests" 80436 16.25 60.25
"1168" 6 "West Siberian taiga" 80611 79.75 60.25
"1169" 6 "East Siberian taiga" 80601 135.75 60.25
"1170" 6 "Northern Cordillera forests" 50613 -125.75 60.75
"1171" 6 "Scandinavian and Russian taiga" 80608 22.75 60.75
"1172" 6 "West Siberian taiga" 80611 81.25 60.75
"1173" 6 "East Siberian taiga" 80601 137.25 60.75
"1174" 6 "Northern Cordillera forests" 50613 -133.75 61.25
"1175" 6 "Scandinavian and Russian taiga" 80608 16.75 61.25
"1176" 6 "West Siberian taiga" 80611 79.75 61.25
"1177" 6 "East Siberian taiga" 80601 135.75 61.25
"1178" 6 "West Siberian taiga" 80611 71.25 61.75
"1179" 6 "East Siberian taiga" 80601 127.25 61.75
"1180" 6 "Interior Alaska-Yukon lowland taiga" 50607 -154.75 62.25
"1181" 6 "Northern Canadian Shield taiga" 50612 -97.75 62.25
"1182" 6 "Scandinavian and Russian taiga" 80608 51.75 62.25
"1183" 6 "East Siberian taiga" 80601 107.75 62.25
"1184" 6 "Muskwa-Slave Lake forests" 50610 -121.25 62.75
"1185" 6 "Scandinavian and Russian taiga" 80608 29.75 62.75
"1186" 6 "West Siberian taiga" 80611 85.75 62.75
"1187" 6 "Ural montane forests and tundra" 80610 59.25 63.25
"1188" 6 "East Siberian taiga" 80601 115.25 63.25
"1189" 6 "Northern Canadian Shield taiga" 50612 -113.25 63.75
"1190" 6 "Scandinavian and Russian taiga" 80608 25.75 63.75
"1191" 6 "West Siberian taiga" 80611 81.75 63.75
"1192" 6 "Northeast Siberian taiga" 80605 137.75 63.75
"1193" 6 "Interior Alaska-Yukon lowland taiga" 50607 -146.75 64.25
"1194" 6 "Scandinavian and Russian taiga" 80608 45.75 64.25
"1195" 6 "East Siberian taiga" 80601 101.75 64.25
"1196" 6 "Scandinavian and Russian taiga" 80608 56.25 64.75
"1197" 6 "East Siberian taiga" 80601 112.25 64.75
"1198" 6 "Northwest Territories taiga" 50614 -126.25 65.25
"1199" 6 "Iceland boreal birch forests and alpine tundra" 80602 -19.75 65.25
"1200" 6 "West Siberian taiga" 80611 70.75 65.25
"1201" 6 "Northeast Siberian taiga" 80605 126.75 65.25
"1202" 6 "Northern Canadian Shield taiga" 50612 -114.75 65.75
"1203" 6 "Scandinavian and Russian taiga" 80608 17.75 65.75
"1204" 6 "West Siberian taiga" 80611 79.25 65.75
"1205" 6 "Scandinavian and Russian taiga" 80608 39.75 66.25
"1206" 6 "East Siberian taiga" 80601 117.25 66.75
"1207" 6 "Northwest Territories taiga" 50614 -118.75 67.25
"1208" 6 "Scandinavian and Russian taiga" 80608 20.25 67.25
"1209" 6 "East Siberian taiga" 80601 106.75 67.75
"1210" 6 "Northeast Siberian taiga" 80605 162.75 67.75
"1211" 6 "Northwest Territories taiga" 50614 -129.25 68.25
"1212" 6 "Scandinavian and Russian taiga" 80608 26.75 68.25
"1213" 6 "Northeast Siberian taiga" 80605 148.75 68.25
"1214" 6 "Northeast Siberian taiga" 80605 149.25 68.75
"1215" 6 "East Siberian taiga" 80601 102.75 69.25
"1216" 4 "Manchurian mixed forests" 80426 129.25 47.75
"1217" 4 "Eastern forest-boreal transition" 50406 -75.25 48.25
"1218" 6 "Eastern Canadian forests" 50605 -54.25 48.75
"1219" 6 "Trans-Baikal conifer forests" 80609 108.25 48.75
"1220" 5 "Da Hinggan-Dzhagdy Mountains conifer forests" 80505 123.75 49.25
"1221" 6 "Central Canadian Shield forests" 50602 -89.75 49.75
"1222" 4 "East European forest steppe" 80419 30.75 49.75
"1223" 6 "Eastern Canadian forests" 50605 -70.75 50.25
"1224" 6 "Trans-Baikal conifer forests" 80609 108.75 50.75
"1225" 8 "Canadian Aspen forests and parklands" 50802 -104.25 51.25
"1226" 8 "Daurian forest steppe" 80804 118.25 51.25
"1227" 6 "Midwestern Canadian Shield forests" 50609 -96.25 51.75
"1228" 4 "Manchurian mixed forests" 80426 125.75 51.75
"1229" 6 "Central Canadian Shield forests" 50602 -90.25 52.25
"1230" 6 "Okhotsk-Manchurian taiga" 80606 131.75 52.25
"1231" 6 "Southern Hudson Bay taiga" 50616 -84.75 52.75
"1232" 6 "Okhotsk-Manchurian taiga" 80606 139.25 52.75
"1233" 6 "Eastern Canadian Shield taiga" 50606 -76.75 53.25
"1234" 4 "Sarmatic mixed forests" 80436 31.75 53.25
"1235" 6 "Kamchatka-Kurile meadows and sparse forests" 80603 158.25 53.25
"1236" 6 "Eastern Canadian Shield taiga" 50606 -73.75 53.75
"1237" 4 "East European forest steppe" 80419 39.75 53.75
"1238" 5 "Central British Columbia Mountain forests" 50509 -121.75 54.25
"1239" 6 "Eastern Canadian Shield taiga" 50606 -62.75 54.25
"1240" 6 "East Siberian taiga" 80601 112.25 54.25
"1241" 6 "Mid-Continental Canadian forests" 50608 -107.75 54.75
"1242" 6 "East Siberian taiga" 80601 130.25 54.75
"1243" 6 "Southern Hudson Bay taiga" 50616 -91.25 55.25
"1244" 4 "Sarmatic mixed forests" 80436 41.75 55.25
"1245" 6 "East Siberian taiga" 80601 97.75 55.25
"1246" 5 "Central British Columbia Mountain forests" 50509 -124.75 55.75
"1247" 8 "Kazakh forest steppe" 80809 68.25 55.75
"1248" 6 "East Siberian taiga" 80601 124.25 55.75
"1249" 6 "Midwestern Canadian Shield forests" 50609 -99.25 56.25
"1250" 4 "Sarmatic mixed forests" 80436 39.25 56.25
"1251" 8 "South Siberian forest steppe" 80817 95.25 56.25
"1252" 6 "Eastern Canadian Shield taiga" 50606 -64.25 56.75
"1253" 4 "Western Siberian hemiboreal forests" 80444 63.75 56.75
"1254" 6 "Midwestern Canadian Shield forests" 50609 -107.75 57.25
"1255" 6 "Scandinavian and Russian taiga" 80608 36.75 57.25
"1256" 6 "West Siberian taiga" 80611 92.75 57.25
"1257" 6 "Alaska Peninsula montane taiga" 50601 -152.75 57.75
"1258" 6 "West Siberian taiga" 80611 69.75 57.75
"1259" 6 "East Siberian taiga" 80601 125.75 57.75
"1260" 6 "Northern Canadian Shield taiga" 50612 -102.25 58.25
"1261" 6 "Scandinavian and Russian taiga" 80608 44.75 58.25
"1262" 6 "East Siberian taiga" 80601 100.75 58.25
"1263" 6 "Northern Cordillera forests" 50613 -129.75 58.75
"1264" 6 "West Siberian taiga" 80611 75.75 58.75
"1265" 6 "East Siberian taiga" 80601 131.75 58.75
"1266" 6 "Northern Canadian Shield taiga" 50612 -103.25 59.25
"1267" 6 "Scandinavian and Russian taiga" 80608 48.25 59.25
"1268" 6 "East Siberian taiga" 80601 104.25 59.25
"1269" 6 "West Siberian taiga" 80611 71.75 59.75
"1270" 6 "East Siberian taiga" 80601 127.75 59.75
"1271" 6 "Northern Cordillera forests" 50613 -128.75 60.25
"1272" 4 "Sarmatic mixed forests" 80436 16.75 60.25
"1273" 6 "West Siberian taiga" 80611 80.25 60.25
"1274" 6 "East Siberian taiga" 80601 136.25 60.25
"1275" 6 "Northern Cordillera forests" 50613 -125.25 60.75
"1276" 6 "Scandinavian and Russian taiga" 80608 23.25 60.75
"1277" 6 "West Siberian taiga" 80611 81.75 60.75
"1278" 6 "Northeast Siberian taiga" 80605 137.75 60.75
"1279" 6 "Yukon Interior dry forests" 50617 -133.25 61.25
"1280" 6 "Scandinavian and Russian taiga" 80608 21.75 61.25
"1281" 6 "West Siberian taiga" 80611 80.25 61.25
"1282" 6 "East Siberian taiga" 80601 136.25 61.25
"1283" 6 "West Siberian taiga" 80611 71.75 61.75
"1284" 6 "East Siberian taiga" 80601 127.75 61.75
"1285" 6 "Northern Canadian Shield taiga" 50612 -97.25 62.25
"1286" 6 "Scandinavian and Russian taiga" 80608 52.25 62.25
"1287" 6 "East Siberian taiga" 80601 108.25 62.25
"1288" 6 "Muskwa-Slave Lake forests" 50610 -120.75 62.75
"1289" 6 "Scandinavian and Russian taiga" 80608 30.25 62.75
"1290" 6 "West Siberian taiga" 80611 86.25 62.75
"1291" 6 "West Siberian taiga" 80611 59.75 63.25
"1292" 6 "East Siberian taiga" 80601 115.75 63.25
"1293" 6 "Northern Canadian Shield taiga" 50612 -112.75 63.75
"1294" 6 "Scandinavian and Russian taiga" 80608 26.25 63.75
"1295" 6 "West Siberian taiga" 80611 82.25 63.75
"1296" 6 "Interior Alaska-Yukon lowland taiga" 50607 -146.25 64.25
"1297" 6 "Scandinavian and Russian taiga" 80608 46.25 64.25
"1298" 6 "East Siberian taiga" 80601 102.25 64.25
"1299" 6 "Scandinavian and Russian taiga" 80608 56.75 64.75
"1300" 6 "East Siberian taiga" 80601 112.75 64.75
"1301" 6 "Northwest Territories taiga" 50614 -125.75 65.25
"1302" 6 "Iceland boreal birch forests and alpine tundra" 80602 -19.25 65.25
"1303" 6 "West Siberian taiga" 80611 71.25 65.25
"1304" 6 "Northeast Siberian taiga" 80605 127.25 65.25
"1305" 6 "Northern Canadian Shield taiga" 50612 -114.25 65.75
"1306" 6 "Scandinavian and Russian taiga" 80608 18.25 65.75
"1307" 6 "West Siberian taiga" 80611 79.75 65.75
"1308" 6 "Northeast Siberian taiga" 80605 135.75 65.75
"1309" 6 "East Siberian taiga" 80601 97.75 66.25
"1310" 6 "Northeast Siberian taiga" 80605 153.75 66.25
"1311" 6 "Scandinavian and Russian taiga" 80608 60.25 66.75
"1312" 6 "East Siberian taiga" 80601 117.75 66.75
"1313" 6 "Northwest Territories taiga" 50614 -118.25 67.25
"1314" 6 "Scandinavian and Russian taiga" 80608 20.75 67.25
"1315" 6 "East Siberian taiga" 80601 107.25 67.75
"1316" 6 "Northwest Territories taiga" 50614 -128.75 68.25
"1317" 6 "Scandinavian and Russian taiga" 80608 27.25 68.25
"1318" 6 "Northeast Siberian taiga" 80605 149.25 68.25
"1319" 6 "Northeast Siberian taiga" 80605 149.75 68.75
"1320" 6 "East Siberian taiga" 80601 103.25 69.25
"1321" 4 "Manchurian mixed forests" 80426 129.75 47.75
"1322" 4 "Eastern forest-boreal transition" 50406 -74.75 48.25
"1323" 6 "Trans-Baikal conifer forests" 80609 108.75 48.75
"1324" 4 "Manchurian mixed forests" 80426 124.25 49.25
"1325" 6 "Central Canadian Shield forests" 50602 -89.25 49.75
"1326" 6 "Eastern Canadian forests" 50605 -70.25 50.25
"1327" 6 "Trans-Baikal conifer forests" 80609 109.25 50.75
"1328" 8 "Canadian Aspen forests and parklands" 50802 -103.75 51.25
"1329" 8 "Daurian forest steppe" 80804 118.75 51.25
"1330" 6 "Midwestern Canadian Shield forests" 50609 -95.75 51.75
"1331" 4 "Manchurian mixed forests" 80426 126.25 51.75
"1332" 6 "Central Canadian Shield forests" 50602 -89.75 52.25
"1333" 6 "Okhotsk-Manchurian taiga" 80606 132.25 52.25
"1334" 6 "Southern Hudson Bay taiga" 50616 -84.25 52.75
"1335" 6 "Okhotsk-Manchurian taiga" 80606 139.75 52.75
"1336" 6 "Eastern Canadian Shield taiga" 50606 -76.25 53.25
"1337" 4 "Sarmatic mixed forests" 80436 32.25 53.25
"1338" 6 "Kamchatka-Kurile meadows and sparse forests" 80603 158.75 53.25
"1339" 6 "Eastern Canadian Shield taiga" 50606 -73.25 53.75
"1340" 4 "East European forest steppe" 80419 40.25 53.75
"1341" 5 "Central British Columbia Mountain forests" 50509 -121.25 54.25
"1342" 6 "Eastern Canadian Shield taiga" 50606 -62.25 54.25
"1343" 4 "East European forest steppe" 80419 55.75 54.25
"1344" 6 "East Siberian taiga" 80601 112.75 54.25
"1345" 6 "Mid-Continental Canadian forests" 50608 -107.25 54.75
"1346" 6 "East Siberian taiga" 80601 130.75 54.75
"1347" 6 "Southern Hudson Bay taiga" 50616 -90.75 55.25
"1348" 4 "Sarmatic mixed forests" 80436 42.25 55.25
"1349" 6 "East Siberian taiga" 80601 98.25 55.25
"1350" 5 "Central British Columbia Mountain forests" 50509 -124.25 55.75
"1351" 8 "Kazakh forest steppe" 80809 68.75 55.75
"1352" 6 "East Siberian taiga" 80601 124.75 55.75
"1353" 6 "Midwestern Canadian Shield forests" 50609 -98.75 56.25
"1354" 4 "Sarmatic mixed forests" 80436 39.75 56.25
"1355" 8 "South Siberian forest steppe" 80817 95.75 56.25
"1356" 6 "Eastern Canadian Shield taiga" 50606 -63.75 56.75
"1357" 4 "Western Siberian hemiboreal forests" 80444 64.25 56.75
"1358" 6 "Midwestern Canadian Shield forests" 50609 -107.25 57.25
"1359" 6 "Scandinavian and Russian taiga" 80608 37.25 57.25
"1360" 6 "West Siberian taiga" 80611 93.25 57.25
"1361" 6 "West Siberian taiga" 80611 70.25 57.75
"1362" 6 "East Siberian taiga" 80601 126.25 57.75
"1363" 6 "Northern Canadian Shield taiga" 50612 -101.75 58.25
"1364" 6 "Scandinavian and Russian taiga" 80608 45.25 58.25
"1365" 6 "East Siberian taiga" 80601 101.25 58.25
"1366" 6 "Northern Cordillera forests" 50613 -129.25 58.75
"1367" 4 "Sarmatic mixed forests" 80436 14.25 58.75
"1368" 6 "West Siberian taiga" 80611 76.25 58.75
"1369" 6 "East Siberian taiga" 80601 132.25 58.75
"1370" 6 "Northern Canadian Shield taiga" 50612 -102.75 59.25
"1371" 6 "Scandinavian and Russian taiga" 80608 48.75 59.25
"1372" 6 "East Siberian taiga" 80601 104.75 59.25
"1373" 6 "West Siberian taiga" 80611 72.25 59.75
"1374" 6 "East Siberian taiga" 80601 128.25 59.75
"1375" 6 "Northern Cordillera forests" 50613 -128.25 60.25
"1376" 4 "Sarmatic mixed forests" 80436 17.25 60.25
"1377" 6 "West Siberian taiga" 80611 80.75 60.25
"1378" 6 "East Siberian taiga" 80601 136.75 60.25
"1379" 6 "Northern Cordillera forests" 50613 -124.75 60.75
"1380" 6 "Scandinavian and Russian taiga" 80608 23.75 60.75
"1381" 6 "West Siberian taiga" 80611 82.25 60.75
"1382" 6 "Northeast Siberian taiga" 80605 138.25 60.75
"1383" 6 "Northern Cordillera forests" 50613 -132.75 61.25
"1384" 6 "Scandinavian and Russian taiga" 80608 22.25 61.25
"1385" 6 "West Siberian taiga" 80611 80.75 61.25
"1386" 6 "East Siberian taiga" 80601 136.75 61.25
"1387" 6 "Scandinavian and Russian taiga" 80608 10.75 61.75
"1388" 6 "West Siberian taiga" 80611 72.25 61.75
"1389" 6 "East Siberian taiga" 80601 128.25 61.75
"1390" 6 "Northern Canadian Shield taiga" 50612 -96.75 62.25
"1391" 6 "Scandinavian and Russian taiga" 80608 52.75 62.25
"1392" 6 "East Siberian taiga" 80601 108.75 62.25
"1393" 6 "Muskwa-Slave Lake forests" 50610 -120.25 62.75
"1394" 6 "Scandinavian and Russian taiga" 80608 30.75 62.75
"1395" 6 "West Siberian taiga" 80611 86.75 62.75
"1396" 6 "West Siberian taiga" 80611 60.25 63.25
"1397" 6 "East Siberian taiga" 80601 116.25 63.25
"1398" 6 "Northern Canadian Shield taiga" 50612 -112.25 63.75
"1399" 6 "Scandinavian and Russian taiga" 80608 26.75 63.75
"1400" 6 "West Siberian taiga" 80611 82.75 63.75
"1401" 6 "Northeast Siberian taiga" 80605 138.75 63.75
"1402" 6 "Interior Alaska-Yukon lowland taiga" 50607 -145.75 64.25
"1403" 6 "Scandinavian and Russian taiga" 80608 46.75 64.25
"1404" 6 "East Siberian taiga" 80601 102.75 64.25
"1405" 6 "Northeast Siberian taiga" 80605 158.75 64.25
"1406" 6 "Scandinavian and Russian taiga" 80608 57.25 64.75
"1407" 6 "East Siberian taiga" 80601 113.25 64.75
"1408" 6 "Northwest Territories taiga" 50614 -125.25 65.25
"1409" 6 "Iceland boreal birch forests and alpine tundra" 80602 -18.75 65.25
"1410" 6 "West Siberian taiga" 80611 71.75 65.25
"1411" 6 "Northeast Siberian taiga" 80605 127.75 65.25
"1412" 6 "Northern Canadian Shield taiga" 50612 -113.75 65.75
"1413" 6 "Scandinavian and Russian taiga" 80608 18.75 65.75
"1414" 6 "West Siberian taiga" 80611 80.25 65.75
"1415" 6 "Interior Alaska-Yukon lowland taiga" 50607 -138.75 66.75
"1416" 6 "Scandinavian and Russian taiga" 80608 60.75 66.75
"1417" 6 "East Siberian taiga" 80601 118.25 66.75
"1418" 6 "Scandinavian and Russian taiga" 80608 21.25 67.25
"1419" 6 "East Siberian taiga" 80601 107.75 67.75
"1420" 6 "Scandinavian and Russian taiga" 80608 27.75 68.25
"1421" 6 "Northeast Siberian taiga" 80605 149.75 68.25
"1422" 6 "Interior Alaska-Yukon lowland taiga" 50607 -140.25 68.75
"1423" 6 "Northeast Siberian taiga" 80605 150.25 68.75
"1424" 6 "East Siberian taiga" 80601 103.75 69.25
"1425" 6 "Northeast Siberian taiga" 80605 131.75 69.75
"1426" 4 "Manchurian mixed forests" 80426 130.25 47.75
"1427" 4 "Eastern forest-boreal transition" 50406 -74.25 48.25
"1428" 6 "Trans-Baikal conifer forests" 80609 109.25 48.75
"1429" 4 "Manchurian mixed forests" 80426 124.75 49.25
"1430" 6 "Central Canadian Shield forests" 50602 -87.75 49.75
"1431" 4 "East European forest steppe" 80419 31.75 49.75
"1432" 6 "Eastern Canadian forests" 50605 -69.75 50.25
"1433" 6 "Trans-Baikal conifer forests" 80609 109.75 50.75
"1434" 8 "Canadian Aspen forests and parklands" 50802 -103.25 51.25
"1435" 8 "Daurian forest steppe" 80804 119.25 51.25
